"ReachID";"X";"Y";"MonitoringProgram";"Watershed";"currentms";"tempmaxC";"orgmicropollTU";"saprowqclass";"shade";"Lit_Inp";"C_P";"C_N";"Occurrence.Chironomidae";"Occurrence.Simuliidae";"Occurrence.Limoniidae";"Occurrence.Baetisrhodani";"Occurrence.Baetisalpinus";"Occurrence.Empididae";"Occurrence.Ceratopogonidae";"Occurrence.Elmidae";"Occurrence.Nemouramortoni";"Occurrence.Baetismuticus";"Occurrence.Drususdiscolor";"Occurrence.Protonemuralateralis";"Occurrence.Athericidae";"Occurrence.Gammaridae";"Occurrence.Rhyacophilatristis";"Occurrence.Planariidae";"Occurrence.Leuctrabraueri";"Occurrence.Nemouraminima";"Occurrence.Hydraenidae";"Occurrence.Ecdyonurushelveticus";"Occurrence.Sericostoma";"Occurrence.Habroleptoidesconfusa";"Occurrence.Scirtidae";"Occurrence.Brachypterarisi";"Occurrence.Sphaeriidae";"Occurrence.Blephariceridae";"Occurrence.Odontocerumalbicorne";"Occurrence.Leuctranigra";"Occurrence.Tipulidae";"Occurrence.Drususannulatus";"Occurrence.Dixidae";"Occurrence.Drususbiguttatus";"Occurrence.Metanoeaflavipennis";"Occurrence.Ecdyonurusvenosus";"Occurrence.Habrophlebialauta";"Occurrence.Stratiomyidae";"Occurrence.Potamophylaxcingulatus";"Occurrence.Leuctramajor";"Occurrence.Protonemuraintricata";"Occurrence.Philopotamusludificatus";"Occurrence.Centroptilumluteolum";"Occurrence.Epeorusalpicola";"Occurrence.Hydropsychesiltalai";"Occurrence.Epeorusassimilis";"Occurrence.Baetislutheri";"Occurrence.Rhithrogenapicteti";"Occurrence.Ephemeradanica";"Occurrence.Dugesiidae";"Occurrence.Paraleptophlebiasubmarginata";"Occurrence.Dytiscidae";"Occurrence.Lymnaeidae";"Occurrence.Habroleptoidesauberti";"Occurrence.Isoperlagrammatica";"Occurrence.Isoperlarivulorum";"Occurrence.Capnioneuranemuroides";"Occurrence.Chloroperlasusemicheli";"Occurrence.Melampophylaxmucoreus";"Occurrence.Rhyacophilapubescens";"Occurrence.Ecclisopteryxmadida";"Occurrence.Erpobdellidae";"Occurrence.Leuctrahippopus";"Occurrence.Nemouraflexuosa";"Occurrence.Cordulegastridae";"Occurrence.Allogamusauricollis";"Occurrence.Electrogenaujhelyii";"Occurrence.Sialidae";"Occurrence.Chaetopteryxvillosa";"Occurrence.Serratellaignita";"Occurrence.Rhithrogenahybrida";"Occurrence.Nemouramarginata";"Occurrence.Ephemerellamucronata";"Occurrence.Ptychopteridae";"Occurrence.Rhithrogenasemicolorata";"Occurrence.Metanoearhaetica";"Occurrence.Rhithrogenaputhzi";"Occurrence.Protonemuranimborum";"Occurrence.Ecdyonuruspicteti";"Occurrence.Thaumaleidae";"Occurrence.Hydropsychetenuis";"Occurrence.Amphinemurasulcicollis";"Occurrence.Leuctrainermis";"Occurrence.Torleyamajor";"Occurrence.Cryptothrixnebulicola";"Occurrence.Rhithrogenaloyolaea";"Occurrence.Protonemurabrevistyla";"Occurrence.Rhyacophilaintermedia";"Occurrence.Rhithrogenaalpestris";"Occurrence.Rhyacophilahirticornis";"Occurrence.Perlagrandis";"Occurrence.Silopallipes";"Occurrence.Perlamarginata";"Occurrence.Rhithrogenagratianopolitana";"Occurrence.Nemurellapictetii";"Occurrence.Rhyacophilapraemorsa";"Occurrence.Rhyacophilatorrentium";"Occurrence.Drususmelanchaetes";"Occurrence.Ecdyonurusalpinus";"Occurrence.Siphonoperlamontana";"Occurrence.Rhithrogenanivata";"Occurrence.Dictyogenusalpinus";"Occurrence.Rhyacophilaglareosa";"Occurrence.Consorophylaxconsors";"Occurrence.Siphonoperlatorrentium";"Occurrence.Hydroptila";"Occurrence.Ecdyonurustorrentis";"Occurrence.Hydropsycheinstabilis";"Occurrence.Tabanidae";"Occurrence.Calopterygidae";"Occurrence.Rhithrogenadegrangei";"Occurrence.Leuctraschmidi";"Occurrence.Hydrophilidae";"Occurrence.Drususmuelleri";"Occurrence.Drususnigrescens";"Occurrence.Leuctrarauscheri";"Occurrence.Glossiphoniidae";"Occurrence.Melampophylaxmelampus";"Occurrence.Electrogenalateralis";"Occurrence.Tinodesunicolor";"Occurrence.Micropternasequax";"Occurrence.Psychomyiapusilla";"Occurrence.Glyphotaeliuspellucidus";"Occurrence.Potamopyrgusantipodarum";"Occurrence.Leuctrarosinae";"Occurrence.Rhithrogenagrischuna";"Occurrence.Rhyacophilarectispina";"Occurrence.Drususalpinus";"Occurrence.Isoperlacarbonaria";"Occurrence.Catagapetusnigrans";"Occurrence.Leuctraarmata"
"CH114BEAa";623712;199785;"NAWA TREND";"Aare";0.582164236532239;18.1529574814893;-2.07628091687188;1;0.2173074;136.768113704595;0.0121781012314104;1.37313268039695;0.876817439990791;0.999999648629365;0.927575934049774;0.918271493116665;0.842357153964676;0.0246105473289431;0.189917200602127;0.923328708171606;0.182912895419248;0.691247008852837;0.908660500394084;0.0246105473289431;0.0246105473289431;0.281365554391837;0.710258081294682;0.0246105473289431;0.729027342735917;0.276348481704669;0.917146421120342;0.0258700276945576;0.0250432052354012;0.0760333871214114;0.195632274183487;0.0267307253514862;0.0246105473289431;0.943270200949257;0.904934406870241;0.824671807711588;0.0258553492885669;0.908728440168653;0.194223631660211;0.908904087345374;0.911902761046098;0.892258992364131;0.0246105473289431;0.0463671336837607;0.174277293932758;0.940073771765557;0.034975022360813;0.0246105473289452;0.0246105473289431;0.0246105473289431;0.326980946647765;0.420342943041833;0.935216665561014;0.957431219495867;0.0246105473922392;0.0246105473289431;0.119864257561541;0.0246105473302581;0.0257136120650071;0.0342759244753663;0.0246105474656735;0.0249979534301406;0.0390170747158048;0.0247668237463686;0.418185129599806;0.0246105473289431;0.940186024816214;0.0304505753079212;0.948607788352397;0.908370135780097;0.999931219257842;0.422958604783093;0.0246105473289431;0.0246105473289431;0.15030812243742;0.0246105473289431;0.305740816890553;0.66854068786754;0.596300704034247;0.0246105473289431;0.0246105473293678;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH032AGAa";634429;239712;"NAWA TREND";"Aare";0.367917091744791;20.1851208899171;-0.96759811378234;2;0.6;510.814863771564;0.0293132216415569;2.68183277587947;0.909043125758126;0.0246105473289431;0.0246105473289431;0.999919168505959;0.0246105473289431;0.0246105473289431;0.91812909038777;0.999953647814592;0.0246105473289431;0.0250123796753923;0.0246105473289431;0.0246105473289431;0.0246107702317621;0.999813375688872;0.901982428812573;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.927267998623046;0.0246105473289431;0.024611763012631;0.0246105473289431;0.589495045884072;0.139820611138616;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0712927718320644;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0247553525959097;0.807689012477501;0.024614333350959;0.0246179048274695;0.0246105479356392;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.213857375554645;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.915340811475042;0.0246105473289431;0.0250570608246165;0.0541051939091676;0.0246105473289431;0.0246173760769041;0.0638236556977309;0.0246105473289431;0.913739056630691;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.914744099883179;0.333934163100094;0.0246105473289431;0.951569800673866;0.999931241860541;0.142889331582836;0.0246117942392938;0.0246105473289431;0.0246105473289431;0.689500852435487;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0247204587890981;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH049ZHLi";671505;255848;"NAWA TREND";"Limmat";0.358041048906757;20.0904925364126;-0.499678710753011;2;0.5044584;415.308327325208;0.0518484086629563;6.04642469633472;0.908855455361689;0.994319534336332;0.0246105473289431;0.999908348077822;0.0246105473289431;0.0246105473289431;0.920407041754708;0.999936855888115;0.0246105473289431;0.0246107539607996;0.0246105473289431;0.0246105473289431;0.0246105519238701;0.999817711704038;0.506234142081184;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.929560548100757;0.0246105473289431;0.0246105501707102;0.0246105473289431;0.5894848091753;0.0329541913838164;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0775334872950887;0.0246105473289431;0.0246105473289431;NA;NA;0.174929697361116;0.0246118175196864;0.0246335649785339;0.0246105473335898;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0288668782338711;0.0246105473289431;0.9819498343878;0.0246105473289431;0.913822586153403;NA;0.0248332043369532;0.0765241446959255;0.0246105473289431;0.0246187448156617;NA;0.0246105473289431;0.615744637494336;0.0246105473289431;0.0246105473289431;0.0246105473289431;NA;0.0246105473289431;NA;0.333906248690757;0.0246105473289431;NA;NA;0.0574531895793087;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0247456485059142;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.999883388995066;0.0248197860767267;0.0246105473289431;0.0246105473289431;0.0246105478604481;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH042ZHLi";682105;246843;"NAWA TREND";"Limmat";0.666584381202329;19.0875325696686;-1.40358652247665;1;0;14.8317484531906;0.0104847144911475;1.39757920553422;0.895789330199865;0.99999986646566;0.906929841643724;0.905383813062231;0.590993306441179;0.0246105473289431;0.0564991395937884;0.915224794792384;0.0857663797434469;0.10942389352002;0.906707573150089;0.0246105473289431;0.0246105473289431;0.0604257768180925;0.0290715107635838;0.0246105473289431;0.217528258326821;0.0376260087455653;0.899610525697273;0.024826693603668;0.0246105506595777;0.0249750092879379;0.130936838120025;0.024610548044857;0.0246105473289431;0.999535126168908;0.330243636695605;0.228129592199568;0.0247226178398784;0.906636678947497;0.0507921850449315;NA;NA;0.39877458644746;0.0246105473289431;0.0265912011054971;0.103317655737743;0.914086473376124;0.0246105473289564;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0751280408948642;0.272237940939008;0.963742937350769;NA;0.0246105473289436;0.0246105473289431;0.0252643919545844;0.0246105473289431;NA;0.0246462817057835;0.0246105473289431;0.0246441006594288;0.0296598403696797;0.0246239185977308;NA;0.0246105473289431;NA;0.0267355946238176;0.908664708938001;NA;NA;0.255350897232046;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.935076257264469;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.999929012526102;0.302247556561603;0.0250888023085283;0.835909458790253;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH074NWRe";672138;201829;"NAWA TREND";"Reuss";0.90533717774572;14.9034860277795;-2.03103506182739;1;0.3573246;176.900725580105;0.00598634645442307;0.842799942410455;0.676506396134495;0.0246105473289431;0.91941923724117;0.905545782614129;0.929337088514308;0.0246105473289431;0.0697898966706449;0.852168763043696;0.809785582243651;0.242246520824911;0.0246105487264867;0.0246105473289431;0.0246105473289431;0.0456290230432914;0.3929202049518;0.0246105473289431;0.911148663357144;0.697711598605684;0.924103147549892;0.0256067354646299;0.0248338113754982;0.029985153432618;0.132775237725688;0.0256470167722633;0.0246105473289431;0.0246105473289431;0.521866534215106;0.904894500509136;0.0247224209110151;NA;0.073283214912311;0.913820432550406;0.935001254661823;0.884741748872408;0.0246105473289431;0.0265586784647021;0.169010926950629;0.925326407293081;0.0269207865871525;0.0246105473290503;0.0246105473289431;0.0246105473289431;NA;0.0246105473289431;0.928550279358363;0.0246105473289431;0.0246105475775344;0.0246105473289431;0.0314173787826749;0.0246105473289431;NA;0.0294176595076583;0.0246105475700562;0.0254790315969304;0.145787721104101;NA;NA;NA;0.940105580054649;NA;NA;NA;0.999930457615107;0.41156728346733;NA;NA;0.163842177042478;NA;NA;NA;NA;NA;NA;NA;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0276730256068434;NA;NA;0.0246637313685725;0.0246105473289431;0.0246105473289431;0.0246105473292005;0.0246105473289431;0.0246105473291902;0.0246238819400885;0.0246176370916031;0.0301621363035537;0.0246105473289431;0.0263528806303126;0.0246105473289431;0.0246105473291129;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH076ZGRe";680595;226069;"NAWA TREND";"Reuss";0.419103559208466;17.9294221846595;-1.05300930423849;1;0.4961538;187.06354270087;0.0146294326271828;1.60866057096009;0.869522506374699;0.0246105473289431;0.937608862799473;0.993532426603134;0.113401694004404;0.0246105473289431;0.909435239648414;0.993311468471726;0.0372027852981132;0.932224773330674;0.0246105473993307;0.0246105473289431;0.0246105473289431;0.979474544525441;0.0252328461863425;0.0246105473289431;0.675016695899673;0.815607922236695;0.982842226189731;0.0273898818827406;0.024610547712872;0.918474653880569;0.558793717464497;0.0246105473355014;0.0246105473289431;0.0246105473289431;0.96826127867702;0.908453088956019;0.0478231284838108;NA;0.734521971218323;0.246584791829533;0.148475733682278;0.9100085903047;0.0246105473289431;0.353303844962332;0.0708042288879561;0.947553817728034;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;NA;0.0246105473289431;0.902563658877295;0.0246105473289431;0.0246105473289441;0.0246105473289431;0.923887530976774;0.0246105473465161;NA;0.892611004522604;0.0246105473289431;0.0254929124428016;0.0250750845421518;NA;NA;NA;0.94013313937595;NA;NA;NA;0.99993055261443;0.166181999721804;NA;NA;0.0540839334699763;NA;NA;NA;NA;NA;NA;NA;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0572734881268691;NA;NA;0.024618731525557;0.0246105473289431;0.0246105473289431;0.0246105473290148;0.0246105473289431;0.0246105473289874;0.0246105479069935;0.0246105473783665;0.0246106194705247;0.0246105473289431;0.0246105587532278;0.0246105473289431;0.024610547329095;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"752203Rh";752902;203165;"BDM";"Rhein";0.968032661539804;8.76933488399821;-4;1;0.0194172;18.7977042374127;0.00424371346072232;0.64920744509569;0.179557275372446;0.0246105473289431;0.932051422249985;0.332088633613381;0.999602289472252;0.0246105473289441;0.0435040971866855;0.110219884807715;0.999998979579166;0.215294042082574;0.903946190851655;0.999999727598139;0.0246259954648362;0.0248036578901261;0.358040729963377;0.0246105473521622;0.998348765397028;0.914783561751356;0.346034590735903;0.90618719323212;0.128619509086028;NA;0.107969924689518;NA;NA;0.0246105473289431;0.789594022174685;0.94094221584964;0.0247211855996812;NA;0.146416123662961;NA;NA;0.831125935382906;NA;0.026218211156167;NA;0.982830449748212;NA;0.0246118805443382;NA;0.919934959622256;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.904229318775936;NA;0.873192793258808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.933274316379147;0.0246105473289431;0.028195998880063;0.904321365956836;0.0246105473289431;NA;NA;NA;NA;0.897879239962622;0.0246105473289431;0.999999999999874;0.175921735373046;0.0246105473289431;0.266507976858521;NA;NA;NA;NA;NA;NA;NA;0.936143100267811;0.0246105473289431;0.0489601271928986;0.0246105473289431;0.999802303671056;0.0435412017628152;0.201268633110571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"752211Rh";752000;211342;"BDM";"Rhein";1.14071901703536;14.7943528234932;-0.909481178173972;1;0.4872612;448.237265992583;0.0154020057571821;1.67529694541815;0.667830703411811;0.0246105473289431;0.890144415052504;0.905505541530612;0.90192018095408;0.0246105473289431;0.0698416411501892;0.845044111506069;0.333753408125179;0.0635014291708194;0.024610547330675;0.0246105473289431;0.0246105473289431;0.0453287295062024;0.0247745625427401;0.0246105473289431;0.824299081743797;0.233136024814268;0.924432999575908;0.0247788739272845;0.0246105478085975;NA;0.132963829306693;NA;NA;0.0246105473289431;0.149351082023432;0.655389076798194;0.0247226817917239;NA;0.0312140906685842;NA;NA;0.439868283636818;NA;0.0265543712503734;NA;0.900776046869341;NA;0.0246105473289434;NA;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0247907445159365;NA;0.0246674015366753;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.935057450456785;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;NA;NA;NA;NA;0.0246393644106179;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;0.873061465233654;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.999931259587969;0.0246105473289431;0.241330416685763;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH069JURh";599461;244150;"NAWA TREND";"RheinabBS";0.599597889398647;18.9162677514539;-1.54975098994193;1;0.5942124;452.445061421531;0.0153424352580351;1.55271586386574;0.893267519868835;0.0246105473289431;0.912396632679336;0.911199221977042;0.58243956754334;0.0246105473289431;0.106249199521925;0.921768567312785;0.0943066901001202;0.265087712076183;NA;0.0246105473289431;0.0246105473289431;0.142418187182236;0.0559042870818337;0.0246105473289431;0.326845589023528;0.0638030445014582;0.907830009250773;0.025024626122804;0.0246107802216652;0.029473625926127;0.164370363604691;0.0246105592990356;0.0246105473289431;NA;0.732651277912407;NA;0.0252611222432015;0.905693688207554;0.0824693137385619;NA;NA;0.619074303756678;0.0246105473289431;0.0358501974891167;0.119031601562652;0.921507566577582;0.0246105473377294;0.0246105473289431;0.0246105473289431;NA;0.0246105473289431;0.0246105473289431;0.950266228317692;0.0246105473289431;0.0246105473289601;0.0246105473289431;0.0340718624570308;0.0246105473289435;0.0251865473491653;0.0251471598441233;0.0246105473289433;NA;0.0305279436283932;NA;0.289417859857761;0.0246105473289431;NA;0.0284736910980781;0.913596633346774;0.0246285433756055;0.999931273133086;NA;0.0246105473289431;0.0246105473289431;NA;0.0246105473289431;NA;0.15942505736467;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0251760924181567;0.0246105473289431;0.146745929459319;0.0246105473289431;0.025384331420891;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH070TGRh";709510;269793;"NAWA TREND";"RheinabBS";0.545289775178031;20.3060505419049;-0.774416302438116;2;0.5286174;313.313271560862;0.0361015389785767;3.88606803130845;0.909374921717423;0.999999964045003;0.0246105473289431;0.966798203554246;0.0246105473289431;0.0246105473289431;0.427825342634201;0.972989259199456;0.0246105473289431;0.0246108275606028;NA;0.0246105473289431;0.0246105473289541;0.901625867205438;0.707390928644857;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.901928258761911;0.0246105473289431;0.0246105491585646;0.0246105473289431;0.276719161468437;0.0418679460218637;0.0246105473289431;NA;0.0246105473289431;NA;0.0276620095916347;0.0246105473289431;0.0246105473289431;NA;NA;0.197277546366087;0.0246105473289431;0.0246110241472284;0.0246105473351388;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0264023239968364;NA;0.907161540792059;0.0246105473289431;0.971881040771103;0.369414232269773;0.02461379832324;0.0246105478423483;0.0246105473289431;0.0246105476546237;0.0273212077251503;0.0246105473289431;0.766152745168788;NA;0.0246105473289431;NA;0.0246105473289431;0.0246105473289431;NA;0.0696279752136389;0.0246105473289431;0.919562553338625;0.999931454008817;NA;0.0246105473289431;0.0246105473289431;NA;0.0400722699873072;NA;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0246105473515936;0.0246105473289431;0.0342843663972631;0.321403750048579;0.0292740029566736;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
