"ReachID";"X";"Y";"MonitoringProgram";"Watershed";"currentms";"tempmaxC";"orgmicropollTU";"saprowqclass";"shade";"Lit_Inp";"C_P";"C_N";"Occurrence.Chironomidae";"Occurrence.Simuliidae";"Occurrence.Limoniidae";"Occurrence.Baetisrhodani";"Occurrence.Baetisalpinus";"Occurrence.Empididae";"Occurrence.Ceratopogonidae";"Occurrence.Elmidae";"Occurrence.Nemouramortoni";"Occurrence.Baetismuticus";"Occurrence.Drususdiscolor";"Occurrence.Protonemuralateralis";"Occurrence.Athericidae";"Occurrence.Gammaridae";"Occurrence.Rhyacophilatristis";"Occurrence.Planariidae";"Occurrence.Leuctrabraueri";"Occurrence.Nemouraminima";"Occurrence.Hydraenidae";"Occurrence.Ecdyonurushelveticus";"Occurrence.Sericostoma";"Occurrence.Habroleptoidesconfusa";"Occurrence.Scirtidae";"Occurrence.Brachypterarisi";"Occurrence.Sphaeriidae";"Occurrence.Blephariceridae";"Occurrence.Odontocerumalbicorne";"Occurrence.Leuctranigra";"Occurrence.Tipulidae";"Occurrence.Drususannulatus";"Occurrence.Dixidae";"Occurrence.Drususbiguttatus";"Occurrence.Metanoeaflavipennis";"Occurrence.Ecdyonurusvenosus";"Occurrence.Habrophlebialauta";"Occurrence.Stratiomyidae";"Occurrence.Potamophylaxcingulatus";"Occurrence.Leuctramajor";"Occurrence.Protonemuraintricata";"Occurrence.Philopotamusludificatus";"Occurrence.Centroptilumluteolum";"Occurrence.Epeorusalpicola";"Occurrence.Hydropsychesiltalai";"Occurrence.Epeorusassimilis";"Occurrence.Baetislutheri";"Occurrence.Rhithrogenapicteti";"Occurrence.Ephemeradanica";"Occurrence.Dugesiidae";"Occurrence.Paraleptophlebiasubmarginata";"Occurrence.Dytiscidae";"Occurrence.Lymnaeidae";"Occurrence.Habroleptoidesauberti";"Occurrence.Isoperlagrammatica";"Occurrence.Isoperlarivulorum";"Occurrence.Capnioneuranemuroides";"Occurrence.Chloroperlasusemicheli";"Occurrence.Melampophylaxmucoreus";"Occurrence.Rhyacophilapubescens";"Occurrence.Ecclisopteryxmadida";"Occurrence.Erpobdellidae";"Occurrence.Leuctrahippopus";"Occurrence.Nemouraflexuosa";"Occurrence.Cordulegastridae";"Occurrence.Allogamusauricollis";"Occurrence.Electrogenaujhelyii";"Occurrence.Sialidae";"Occurrence.Chaetopteryxvillosa";"Occurrence.Serratellaignita";"Occurrence.Rhithrogenahybrida";"Occurrence.Nemouramarginata";"Occurrence.Ephemerellamucronata";"Occurrence.Ptychopteridae";"Occurrence.Rhithrogenasemicolorata";"Occurrence.Hydropsychetenuis";"Occurrence.Glossiphoniidae";"Occurrence.Hydropsycheinstabilis";"Occurrence.Melampophylaxmelampus";"Occurrence.Electrogenalateralis";"Occurrence.Tinodesunicolor";"Occurrence.Micropternasequax";"Occurrence.Psychomyiapusilla";"Occurrence.Glyphotaeliuspellucidus";"Occurrence.Potamopyrgusantipodarum";"Occurrence.Metanoearhaetica";"Occurrence.Rhithrogenaputhzi";"Occurrence.Protonemuranimborum";"Occurrence.Ecdyonuruspicteti";"Occurrence.Thaumaleidae";"Occurrence.Amphinemurasulcicollis";"Occurrence.Leuctrainermis";"Occurrence.Torleyamajor";"Occurrence.Cryptothrixnebulicola";"Occurrence.Rhithrogenaloyolaea";"Occurrence.Protonemurabrevistyla";"Occurrence.Rhyacophilaintermedia";"Occurrence.Rhithrogenaalpestris";"Occurrence.Rhyacophilahirticornis";"Occurrence.Drususmelanchaetes";"Occurrence.Ecdyonurusalpinus";"Occurrence.Siphonoperlamontana";"Occurrence.Rhithrogenanivata";"Occurrence.Dictyogenusalpinus";"Occurrence.Rhyacophilaglareosa";"Occurrence.Consorophylaxconsors";"Occurrence.Siphonoperlatorrentium";"Occurrence.Hydroptila";"Occurrence.Ecdyonurustorrentis";"Occurrence.Tabanidae";"Occurrence.Calopterygidae";"Occurrence.Rhithrogenadegrangei";"Occurrence.Leuctraschmidi";"Occurrence.Hydrophilidae";"Occurrence.Drususmuelleri";"Occurrence.Drususnigrescens";"Occurrence.Leuctrarauscheri";"Occurrence.Perlagrandis";"Occurrence.Silopallipes";"Occurrence.Perlamarginata";"Occurrence.Rhithrogenagratianopolitana";"Occurrence.Nemurellapictetii";"Occurrence.Rhyacophilapraemorsa";"Occurrence.Rhyacophilatorrentium";"Occurrence.Leuctrarosinae";"Occurrence.Rhithrogenagrischuna";"Occurrence.Rhyacophilarectispina";"Occurrence.Drususalpinus";"Occurrence.Isoperlacarbonaria";"Occurrence.Catagapetusnigrans";"Occurrence.Leuctraarmata"
"VDBEYNEU0438Aa1";535285;181826;"Other programs";"Aare";0.041717450834973;4.00164153285125;-1.56393409310764;1;0.5165046;505.412360336741;0.00740821108572593;0.857963681451526;0.0945476151780887;0.0246105473289431;0.852441597415522;0.0250130180766439;0.0400330682412161;0.0246105473289431;0.921281979905481;0.0249630385059665;0.148789590736679;0.0259242635220773;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0252906350657194;0.0246105473289431;0.0246105473289431;0.145028669367159;0.0275468152330689;0.374182111347891;0.0252446595937128;0.0246105473289431;0.0303402208686205;0.901100577630697;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.400649409206296;0.91079398726549;0.0250987561026454;0.812690017035054;0.025114796677702;0.0246105473289431;0.0375823721314587;0.0246105473289431;0.986710702350724;0.0575634784746877;0.12055689837975;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0248014718379121;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246192824520525;0.0246105473289431;0.896033116041637;0.0484647742644359;0.0246105473289431;0.024614984325031;0.0246105473289431;0.196483656330766;0.899201318895958;0.0246105473289431;0.0303276100740997;0.127645036490556;0.0254673858384925;0.0246105473289431;0.999931583596355;0.0667796512273264;0.0246105473289431;0.0246105473289431;0.0894292429089772;0.0246105473289431;0.0246105473289431;0.0285848600938929;0.0370802223220065;0.977841398255115;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"VDBEYNEU0438Aa2";535285;181826;"Other programs";"Aare";0.041717450834973;4.40024966483388;-1.56393409310764;1;0.5165046;505.412360336741;0.00740821108572593;0.857963681451526;0.0989708028368913;0.0246105473289431;0.85385333625943;0.0252175314278159;0.0444342574164274;0.0246105473289431;0.92848489737594;0.0251246141239213;0.227871482666823;0.0264836543930616;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0257002127513695;0.0246105473289431;0.0246105473289431;0.272120821099279;0.0335277306999873;0.428410950198048;0.0264538703715371;0.0246105473289431;0.0311042874372871;0.901100567325595;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.587939546291011;0.910793987199358;0.0251567687247585;0.812698640636144;0.0251747147482489;0.0246105473289431;0.0395035583492245;0.0246105473289431;0.986711003488416;0.0613971907739613;0.23882430382071;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0249883015159654;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246220431678575;0.0246105473289431;0.896033073583724;0.067972668023855;0.0246105473289431;0.0246253732639727;0.0246105473289431;0.245769873929743;0.902340219027889;0.0246105473289431;0.0310046840764679;0.127645032005996;0.0254467534305383;0.0246105473289431;0.999931583434385;0.066779649391474;0.0246105473289431;0.0246105473289431;0.0894292414522222;0.0246105473289431;0.0246105473289431;0.0355070874140717;0.0370807212513317;0.977841371091196;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"VDBEYNEU0438Aa3";535285;181826;"Other programs";"Aare";0.041717450834973;4.7988577968165;-1.56393409310764;1;0.5165046;505.412360336741;0.00740821108572593;0.857963681451526;0.103885108681005;0.0246105473289431;0.855489019904366;0.0255107458866145;0.0495213772228202;0.0246105473289431;0.937006205623759;0.025332142116072;0.330316358908718;0.027239416827332;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0262659184356472;0.0246105473289431;0.0246105473289431;0.467873520384693;0.0494812512451965;0.48931643419303;0.0293869987952275;0.0246105473289431;0.0321533732874201;0.901100556410635;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.759848191880707;0.910793987117849;0.0252180115378797;0.812707485084091;0.0252379689655657;0.0246105473289431;0.0416626834192646;0.0246105473289431;0.986711312279736;0.0654257575336836;0.440254955354253;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.025327676444643;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246256904886769;0.0246105473289431;0.896033028626942;0.100204768837205;0.0246105473289431;0.0246540180069039;0.0246105473289431;0.290337808647281;0.904406211368726;0.0246105473289431;0.0317189360757628;0.127645026890806;0.0254309609742864;0.0246105473289431;0.999931583261916;0.0667796472975397;0.0246105473289431;0.0246105473289431;0.0894292396566285;0.0246105473289431;0.0246105473289431;0.0523312764632452;0.0370812330372972;0.977841342131264;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"VDBEYNEU0438Aa4";535285;181826;"Other programs";"Aare";0.041717450834973;5.19746592879913;-1.56393409310764;1;0.5165046;505.412360336741;0.00740821108572593;0.857963681451526;0.109318924254184;0.0246105473289431;0.857200627823686;0.0259270275990389;0.0552808660477478;0.0246105473289431;0.946570781255566;0.0255984614787478;0.450204404293117;0.028243261994514;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0270493476647744;0.0246105473289431;0.0246105473289431;0.688641300702961;0.0882039367122089;0.555009603156118;0.0359035483501862;0.0246105473289431;0.0334950548466248;0.901100544983343;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.863484566264355;0.910793987016796;0.0252817987084151;0.812716863815622;0.0253038509507627;0.0246105473289431;0.0441069214578906;0.0246105473289431;0.986711639794403;0.0696014654708339;0.68412865942811;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0259140377078197;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246304933827155;0.0246105473289431;0.896032981617112;0.150950156292567;0.0246105473289431;0.0247260445936369;0.0246105473289431;0.330860590680102;0.905827603049396;0.0246105473289431;0.0324622923010577;0.127645020916104;0.0254184183983202;0.0246105473289431;0.999931583080312;0.066779644851895;0.0246105473289431;0.0246105473289431;0.0894292374304104;0.0246105473289431;0.0246105473289431;0.0900509598662516;0.0370817759044197;0.977841311588805;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"VDBEYNEU0438Aa5";535285;181826;"Other programs";"Aare";0.041717450834973;5.59607406078176;-1.56393409310764;1;0.5165046;505.412360336741;0.00740821108572593;0.857963681451526;0.115271759262253;0.0246105473289431;0.85895400432799;0.0265159099195974;0.0617904233809782;0.0246105473289431;0.956825126096967;0.0259402479754972;0.576657927461669;0.0295718354105016;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0281340193543123;0.0246105473289431;0.0246105473289431;0.84533018428674;0.174109118382952;0.622916012202297;0.0494918750977851;0.0246105473289431;0.035177984982156;0.901100532899374;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.89976882054093;0.910793986888499;0.0253487100555876;0.812727746623983;0.0253729595437653;0.0246105473289431;0.0468761517664659;0.0246105473289431;0.986712020171297;0.0739596197145671;0.854667253822552;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0269059065299164;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246368145157342;0.0246105473289431;0.896032932046675;0.227231066789857;0.0246105473289431;0.0248961524218763;0.0246105473289431;0.366989517139934;0.906901121939584;0.0246105473289431;0.0332414325389057;0.12764501355883;0.0254082948670267;0.0246105473289431;0.999931582887274;0.0667796418405282;0.0246105473289431;0.0246105473289431;0.0894292346040592;0.0246105473289431;0.0246105473289431;0.168498481521479;0.0370824061369289;0.977841279056946;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"VDBEYNEU0438Aa6";535285;181826;"Other programs";"Aare";0.041717450834973;5.99468219276439;-1.56393409310764;1;0.5165046;505.412360336741;0.00740821108572593;0.857963681451526;0.121937838291794;0.0246105473289431;0.860863452001702;0.027303710546094;0.0680317278178696;0.0246105473289431;0.966294854254551;0.0263709915927821;0.677956099041346;0.0311807719176223;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0296303885071635;0.0246105473289431;0.0246105473289431;0.896526128479704;0.313406157357559;0.691632608612061;0.0711303530334361;0.0246105473289431;0.0374324495238056;0.901100521739335;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.907140506258903;0.910793986741368;0.0254097707590016;0.812739257177942;0.025436025217777;0.0246105473289431;0.0499706065913263;0.0246105473289431;0.986712422928428;0.0779170762958319;0.901052578383677;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0283004977370803;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246452938268688;0.0246105473289431;0.896032886468435;0.325374193317269;0.0246105473289431;0.0252032051044172;0.0246105473289431;0.390317865895196;0.907686208426951;0.0246105473289431;0.0339518884436161;0.127645005334128;0.0254010001569803;0.0246105473289431;0.999931582706484;0.0667796384743669;0.0246105473289431;0.0246105473289431;0.0894292313629138;0.0246105473289431;0.0246105473289431;0.293264046306757;0.0370830731874965;0.977841248503094;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"VDBEYNEU0438Aa7";535285;181826;"Other programs";"Aare";0.041717450834973;6.39329032474702;-1.56393409310764;1;0.5165046;505.412360336741;0.00740821108572593;0.857963681451526;0.129176309503402;0.0246105473289431;0.862784251794812;0.0283789119116702;0.0745589908852448;0.0246105473289431;0.975032761497206;0.0269198685163592;0.759779443721451;0.0331988870222807;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0316982944833958;0.0246105473289431;0.0246105473289431;0.907000060652974;0.507362777144648;0.754877320966432;0.105645765889981;0.0246105473289431;0.0402328204125947;0.901100510512879;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.910800513612291;0.910793986560784;0.025470210840316;0.812753613485295;0.0254984497495028;0.0246105473289431;0.0534552748576179;0.0246105473289431;0.986712926007168;0.0818159527851506;0.90886663350271;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0303045933649122;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246565363541312;0.0246105473289431;0.896032840944644;0.446465198738578;0.0246105473289431;0.025756788960441;0.0246105473289431;0.410050883904319;0.908366291071135;0.0246105473289431;0.0346545999273991;0.127644995139251;0.0253954883815222;0.0246105473289431;0.999931582522801;0.0667796343021324;0.0246105473289431;0.0246105473289431;0.0894292273851204;0.0246105473289431;0.0246105473289431;0.468892435294858;0.0370839057011982;0.977841217361351;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"VDBEYNEU0438Aa8";535285;181826;"Other programs";"Aare";0.041717450834973;6.79189845672964;-1.56393409310764;1;0.5165046;505.412360336741;0.00740821108572593;0.857963681451526;0.137178415022944;0.0246105473289431;0.864776085864589;0.0297746059763435;0.0803029677646663;0.0246105473289431;0.98201635922779;0.0276107573175228;0.811113076292001;0.0355331694367422;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0345578058540111;0.0246105473289431;0.0246105473289431;0.910734381751933;0.683299902428805;0.809338372976821;0.14764485765818;0.0246105473289431;0.043843864835116;0.901100500637422;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.91437174803937;0.910793986363457;0.0255223153637347;0.812768687504538;0.0255522649261331;0.0246105473289431;0.057328967232984;0.0246105473289431;0.986713454769075;0.0851625241505862;0.913601578822185;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0326644132400363;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246716629893269;0.0246105473289431;0.896032801221254;0.570773507115223;0.0246105473289431;0.0265214175215545;0.0246105473289431;0.42131571309373;0.908908840585179;0.0246105473289431;0.0352599797955084;0.127644984098273;0.0253939905585966;0.0246105473289431;0.999931582356778;0.0667796297838568;0.0246105473289431;0.0246105473289431;0.0894292230386897;0.0246105473289431;0.0246105473289431;0.640603961331029;0.0370847804818982;0.977841189104956;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"VDBEYNEU0438Aa9";535285;181826;"Other programs";"Aare";0.041717450834973;7.19050658871227;-1.56393409310764;1;0.5165046;505.412360336741;0.00740821108572593;0.857963681451526;0.146006501763387;0.0246105473289431;0.866778854673412;0.0315435418416055;0.0847554107715756;0.0246105473289431;0.987140701612869;0.0284772495436502;0.839982096954841;0.0380993456799181;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0384959163901286;0.0246105473289431;0.0246105473289431;0.913959779401048;0.791293653184752;0.85147287321016;0.188445806624277;0.0246105473289431;0.0484598987977447;0.90110049303041;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.917554226040059;0.910793986168027;0.0255615060364598;0.812781188839555;0.0255927422064524;0.0246105473289431;0.0616360838751281;0.0246105473289431;0.98671389344252;0.0876707941932804;0.918242693616394;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0349398485514445;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246920478732455;0.0246105473289431;0.896032770828915;0.679906615201908;0.0246105473289431;0.0273545649636819;0.0246105473289431;0.427675180743011;0.909300528019133;0.0246105473289431;0.0357150646688722;0.127644973741593;0.0253925070144378;0.0246105473289431;0.999931582220633;0.0667796255457704;0.0246105473289431;0.0246105473289431;0.0894292187339102;0.0246105473289431;0.0246105473289431;0.760442233836977;0.037085506730939;0.977841165826471;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"VDBEYNEU0438Aa10";535285;181826;"Other programs";"Aare";0.041717450834973;7.5891147206949;-1.56393409310764;1;0.5165046;505.412360336741;0.00740821108572593;0.857963681451526;0.155610952101346;0.0246105473289431;0.868751498902495;0.0338159548857471;0.0884750182014283;0.0246105473289431;0.991006352887585;0.0295687261551626;0.858055147746794;0.0410085815993988;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.04391306180896;0.0246105473289432;0.0246105473289431;0.917100315562414;0.851234261429566;0.879554610757389;0.228072695338482;0.0246105473289431;0.0542679761937842;0.90110048664699;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.920499340350585;0.910793985965117;0.0255936083054523;0.812792016483214;0.0256258983310615;0.0246105473289431;0.0664508996363276;0.0246105473289431;0.986714273408609;0.0897197382400527;0.92287218500968;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0371882352293651;0.0246105473289431;0.0246105473289431;0.0246105473289431;0.0247193968624064;0.0246105473289431;0.896032745470525;0.768855125287442;0.0246105473289431;0.0282512598015783;0.0246105473289431;0.431385098458377;0.909614179802684;0.0246105473289431;0.0360876757863144;0.12764496351419;0.0253910278167426;0.0246105473289431;0.999931582097161;0.0667796213606846;0.0246105473289431;0.0246105473289431;0.0894292142641854;0.0246105473289431;0.0246105473289431;0.83487793844325;0.0370861364974204;0.977841144632987;0.0246105473289431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
